Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18,Topic-19,Topic-20
"(324, 0.060813227880109635)","(428, 0.0)","(428, 0.0)","(256, 0.11616362172737141)","(428, 0.0)","(588, 0.05385802518594001)","(287, 0.08151787299845126)","(428, 0.0)","(593, 0.0957488152469779)","(485, 0.14524317191071573)","(88, 0.09277172481716661)","(510, 0.1676676135121892)","(428, 0.0)","(428, 0.0)","(95, 0.08960964153087259)","(176, 0.09866620652345531)","(481, 0.09905682970621103)","(428, 0.0)","(580, 0.137079442893023)","(428, 0.0)"
"(671, 0.0603573903933093)","(43, 0.0)","(43, 0.0)","(307, 0.1154377190764377)","(43, 0.0)","(243, 0.05375329999043884)","(575, 0.0814920322089138)","(43, 0.0)","(140, 0.09561890497145989)","(28, 0.14397567036113204)","(186, 0.09269443226954494)","(635, 0.1666065259069637)","(43, 0.0)","(43, 0.0)","(494, 0.08924856724627278)","(478, 0.0982895697583978)","(190, 0.09887309828298517)","(43, 0.0)","(48, 0.13678061084173682)","(43, 0.0)"
"(47, 0.0602735118048338)","(433, 0.0)","(433, 0.0)","(164, 0.11524475795238051)","(433, 0.0)","(581, 0.0536300660583544)","(644, 0.08107110559095627)","(433, 0.0)","(543, 0.09561023399643462)","(59, 0.14352798203688047)","(177, 0.09233272546731024)","(71, 0.1659615696359104)","(433, 0.0)","(433, 0.0)","(65, 0.08894844454687005)","(326, 0.09807060147866757)","(20, 0.09857440035359304)","(433, 0.0)","(650, 0.13673292356565875)","(433, 0.0)"
"(416, 0.05995923206056481)","(438, 0.0)","(438, 0.0)","(15, 0.11511046480725269)","(438, 0.0)","(556, 0.05362048995836901)","(263, 0.08094848255270323)","(438, 0.0)","(478, 0.09552648473533172)","(88, 0.14306779284677845)","(243, 0.09198143318411911)","(102, 0.1656187348980993)","(438, 0.0)","(438, 0.0)","(253, 0.08871886411497062)","(641, 0.09743903092156263)","(222, 0.09854078195754527)","(438, 0.0)","(544, 0.13643133071612906)","(438, 0.0)"
"(613, 0.05972049698709903)","(439, 0.0)","(439, 0.0)","(563, 0.11408084496928012)","(439, 0.0)","(479, 0.053271851423302166)","(173, 0.08067905967958328)","(439, 0.0)","(406, 0.09541883711181665)","(637, 0.14291108498709715)","(59, 0.09175155078437698)","(680, 0.16390325605976888)","(439, 0.0)","(439, 0.0)","(595, 0.08855587486176868)","(417, 0.09707778865258164)","(613, 0.09816531748089402)","(439, 0.0)","(7, 0.13560460432107516)","(439, 0.0)"
"(14, 0.05969702030605579)","(44, 0.0)","(44, 0.0)","(29, 0.11329627166984421)","(44, 0.0)","(537, 0.05303661750105108)","(115, 0.08023842397748367)","(44, 0.0)","(73, 0.09536522186606042)","(531, 0.1427332078250009)","(593, 0.09160750134338287)","(426, 0.16388749674123976)","(44, 0.0)","(44, 0.0)","(392, 0.08833440719093731)","(420, 0.09686526469254376)","(498, 0.09786417541712318)","(44, 0.0)","(114, 0.13549337768682407)","(44, 0.0)"
"(617, 0.05952773777568644)","(440, 0.0)","(440, 0.0)","(600, 0.11323202494769534)","(440, 0.0)","(51, 0.05303158415812481)","(199, 0.0799547343070356)","(440, 0.0)","(326, 0.09502636073985649)","(457, 0.14033273734973278)","(393, 0.09122095992229316)","(107, 0.1628475684112065)","(440, 0.0)","(440, 0.0)","(231, 0.08791675786698466)","(132, 0.09643555980031321)","(329, 0.09753795029240031)","(440, 0.0)","(20, 0.1343978114750405)","(440, 0.0)"
"(397, 0.05938938273947771)","(441, 0.0)","(441, 0.0)","(66, 0.11266101414380665)","(441, 0.0)","(155, 0.05290057002462529)","(98, 0.07924254586334181)","(441, 0.0)","(389, 0.09487330632017216)","(678, 0.13969990874854032)","(295, 0.09115027659158521)","(446, 0.16266740467173976)","(441, 0.0)","(441, 0.0)","(539, 0.08768019100504622)","(444, 0.09629071967382993)","(440, 0.09710777567295886)","(441, 0.0)","(52, 0.13394027509075374)","(441, 0.0)"
"(301, 0.05895030071928744)","(442, 0.0)","(442, 0.0)","(120, 0.11136916526574224)","(442, 0.0)","(504, 0.05289969794248506)","(116, 0.07900784478966211)","(442, 0.0)","(580, 0.0948202275727468)","(661, 0.13833714606188366)","(74, 0.09095378037983178)","(500, 0.16259151772290398)","(442, 0.0)","(442, 0.0)","(564, 0.08747033525060144)","(73, 0.09626176972999623)","(250, 0.09662113234568905)","(442, 0.0)","(640, 0.13354276152512182)","(442, 0.0)"
"(555, 0.05861664410260341)","(443, 0.0)","(443, 0.0)","(575, 0.11136616883818017)","(443, 0.0)","(38, 0.05285399912978028)","(442, 0.07889066226637075)","(443, 0.0)","(14, 0.09456191779074397)","(224, 0.13816255303846842)","(83, 0.08984365330425961)","(632, 0.16174381948500594)","(443, 0.0)","(443, 0.0)","(125, 0.08738824648403949)","(3, 0.09625365043570233)","(306, 0.09597606080521214)","(443, 0.0)","(199, 0.1323040095594712)","(443, 0.0)"
"(678, 0.058368368315319774)","(444, 0.0)","(444, 0.0)","(57, 0.11081486730498952)","(444, 0.0)","(640, 0.05274347668204324)","(85, 0.07881477769702913)","(444, 0.0)","(420, 0.0943490254667721)","(591, 0.13762733778492614)","(485, 0.08957076512008481)","(459, 0.15965399512616416)","(444, 0.0)","(444, 0.0)","(477, 0.08696769033857848)","(129, 0.09621606395676664)","(463, 0.09542092417180764)","(444, 0.0)","(510, 0.1321437042933984)","(444, 0.0)"
"(126, 0.05816932401535686)","(445, 0.0)","(445, 0.0)","(470, 0.11080337482887108)","(445, 0.0)","(629, 0.052645140321071836)","(667, 0.07876259319471413)","(445, 0.0)","(542, 0.09416872996775802)","(471, 0.13662460221651504)","(561, 0.08919686627775705)","(96, 0.15947604601993343)","(445, 0.0)","(445, 0.0)","(649, 0.08681847115346927)","(406, 0.09548646038569995)","(18, 0.09539527649468951)","(445, 0.0)","(267, 0.13191097974205301)","(445, 0.0)"
"(46, 0.05789898624877064)","(446, 0.0)","(446, 0.0)","(634, 0.11066157318820069)","(446, 0.0)","(192, 0.052241957062497645)","(244, 0.07868379852004387)","(446, 0.0)","(300, 0.09409308512298527)","(676, 0.13636285250055477)","(610, 0.0891176050866008)","(169, 0.15930257943285478)","(446, 0.0)","(446, 0.0)","(49, 0.08679289416015418)","(636, 0.0946309323066298)","(397, 0.09519469758380283)","(446, 0.0)","(447, 0.13073469268911322)","(446, 0.0)"
"(186, 0.05787243963658327)","(447, 0.0)","(447, 0.0)","(273, 0.11044575348386383)","(447, 0.0)","(505, 0.05221508515368444)","(204, 0.07863092095229288)","(447, 0.0)","(598, 0.09344619477636781)","(299, 0.13630371332108687)","(188, 0.0890880446377752)","(383, 0.15878971547496432)","(447, 0.0)","(447, 0.0)","(94, 0.08668776189437609)","(14, 0.09401607728904174)","(216, 0.0950275204499412)","(447, 0.0)","(614, 0.12910986962503926)","(447, 0.0)"
"(23, 0.057487367897007105)","(448, 0.0)","(448, 0.0)","(298, 0.1103148144134862)","(448, 0.0)","(136, 0.05193827031877043)","(495, 0.0780859207723604)","(448, 0.0)","(398, 0.0934016290238978)","(535, 0.1358710830108723)","(18, 0.08894392189869069)","(604, 0.15774870932330562)","(448, 0.0)","(448, 0.0)","(228, 0.08600441792493888)","(479, 0.09374539581617056)","(538, 0.094969360492515)","(448, 0.0)","(616, 0.1287511781853168)","(448, 0.0)"
"(641, 0.05744825179021826)","(45, 0.0)","(45, 0.0)","(652, 0.11000008907862502)","(45, 0.0)","(100, 0.05161340460076943)","(617, 0.07735689388933834)","(45, 0.0)","(417, 0.09332872299884987)","(472, 0.13584540363511993)","(158, 0.08892169931548992)","(79, 0.15754205309375457)","(45, 0.0)","(45, 0.0)","(646, 0.08558625106399774)","(166, 0.09369096093392228)","(128, 0.0942618218594716)","(45, 0.0)","(413, 0.12810520043468684)","(45, 0.0)"
"(110, 0.05729499081756221)","(452, 0.0)","(452, 0.0)","(582, 0.10844202879455254)","(452, 0.0)","(230, 0.051493700302147734)","(420, 0.07723929415476512)","(452, 0.0)","(475, 0.09280393712368508)","(465, 0.13562827751526718)","(189, 0.08871947997827206)","(11, 0.15736505297723374)","(452, 0.0)","(452, 0.0)","(76, 0.08552468085369999)","(475, 0.09355614860444447)","(229, 0.0933770207776487)","(452, 0.0)","(145, 0.1278283835204549)","(452, 0.0)"
"(556, 0.05696194105853718)","(456, 0.0)","(456, 0.0)","(148, 0.10843645760912375)","(456, 0.0)","(656, 0.05139305911849594)","(598, 0.07638921540647312)","(456, 0.0)","(645, 0.09232829884090177)","(309, 0.13476983181617072)","(49, 0.08841122304781701)","(30, 0.15705531482226426)","(456, 0.0)","(456, 0.0)","(312, 0.08533278706420472)","(389, 0.09333653974986256)","(161, 0.09321538822956668)","(456, 0.0)","(195, 0.12695214369010893)","(456, 0.0)"
"(27, 0.05668422568982685)","(457, 0.0)","(457, 0.0)","(533, 0.10677648331625535)","(457, 0.0)","(610, 0.05133268955445734)","(510, 0.0762910070978384)","(457, 0.0)","(263, 0.09186299351343273)","(27, 0.13400016227069686)","(63, 0.08800232083242364)","(392, 0.15696149355537728)","(457, 0.0)","(457, 0.0)","(523, 0.0847094485901021)","(579, 0.09333270358618276)","(564, 0.09314324703710049)","(457, 0.0)","(646, 0.12685991292266463)","(457, 0.0)"
"(137, 0.05628593041800014)","(458, 0.0)","(458, 0.0)","(37, 0.1067276119720685)","(458, 0.0)","(173, 0.05130008174814716)","(83, 0.07598984957679084)","(458, 0.0)","(482, 0.0917208953509623)","(155, 0.13375094876785293)","(113, 0.08735647838740204)","(507, 0.15691067791734797)","(458, 0.0)","(458, 0.0)","(598, 0.08450414155683074)","(140, 0.09307243043120697)","(490, 0.0928985047602911)","(458, 0.0)","(638, 0.12547354297370386)","(458, 0.0)"
"(457, 0.05521688120326357)","(459, 0.0)","(459, 0.0)","(621, 0.10630333012820413)","(459, 0.0)","(95, 0.050697063568822566)","(671, 0.07558950180576642)","(459, 0.0)","(131, 0.09132094143508222)","(395, 0.13360004263179723)","(418, 0.08702224735373637)","(661, 0.15671319638457226)","(459, 0.0)","(459, 0.0)","(163, 0.08437156892824896)","(645, 0.09299545078845106)","(27, 0.09282434893394896)","(459, 0.0)","(263, 0.12538782937381815)","(459, 0.0)"
"(304, 0.05443283627070499)","(46, 0.0)","(46, 0.0)","(618, 0.10574910148708062)","(46, 0.0)","(291, 0.05067555672265808)","(478, 0.07524175566732759)","(46, 0.0)","(94, 0.09131595386870515)","(274, 0.13292271021891827)","(200, 0.08669059473958873)","(395, 0.15507431977082647)","(46, 0.0)","(46, 0.0)","(185, 0.08423698858842492)","(607, 0.09248132758780059)","(616, 0.09260790837821455)","(46, 0.0)","(443, 0.12461436180875946)","(46, 0.0)"
"(610, 0.054417745895836596)","(460, 0.0)","(460, 0.0)","(620, 0.10507999088206861)","(460, 0.0)","(471, 0.050480324898771904)","(417, 0.07522293128003926)","(460, 0.0)","(64, 0.0912596736145307)","(92, 0.13277734877523584)","(417, 0.08648018300376215)","(654, 0.15471712611189664)","(460, 0.0)","(460, 0.0)","(569, 0.08414905515729562)","(631, 0.09233601597542143)","(542, 0.09253747821318717)","(460, 0.0)","(72, 0.12444735706147933)","(460, 0.0)"
"(159, 0.05441373821382439)","(461, 0.0)","(461, 0.0)","(665, 0.10504819609658471)","(461, 0.0)","(539, 0.050228564383241935)","(614, 0.07494744692433458)","(461, 0.0)","(479, 0.0910032888301851)","(219, 0.13239104656486872)","(604, 0.08559568021197053)","(670, 0.15333506265356645)","(461, 0.0)","(461, 0.0)","(448, 0.08362675800864386)","(23, 0.09223319100134077)","(624, 0.09211881302145458)","(461, 0.0)","(307, 0.12437021537216161)","(461, 0.0)"
"(618, 0.054000091554176816)","(462, 0.0)","(462, 0.0)","(669, 0.10495479124518117)","(462, 0.0)","(485, 0.04980540544612711)","(646, 0.07428832612029221)","(462, 0.0)","(607, 0.0909110787789495)","(493, 0.13208196150797585)","(55, 0.08351981897956191)","(219, 0.15307481995700833)","(462, 0.0)","(462, 0.0)","(556, 0.08362214894643558)","(676, 0.09181066612231129)","(556, 0.091816739947555)","(462, 0.0)","(400, 0.12327220197817736)","(462, 0.0)"
"(37, 0.053079020782150654)","(463, 0.0)","(463, 0.0)","(502, 0.10469887157867387)","(463, 0.0)","(674, 0.04916789203076909)","(155, 0.07309591282245666)","(463, 0.0)","(128, 0.0908347818249319)","(9, 0.1319722939479903)","(558, 0.08340890696851873)","(641, 0.15185278864220217)","(463, 0.0)","(463, 0.0)","(588, 0.08313786613971665)","(542, 0.09158619938726635)","(40, 0.09162305020451877)","(463, 0.0)","(600, 0.12204362042293566)","(463, 0.0)"
"(674, 0.053059089101358585)","(464, 0.0)","(464, 0.0)","(594, 0.10469162305203861)","(464, 0.0)","(89, 0.04899185381624182)","(158, 0.07279829722961546)","(464, 0.0)","(631, 0.09047283934330068)","(583, 0.13195354499112558)","(555, 0.08322419141400188)","(250, 0.15144763247687823)","(464, 0.0)","(464, 0.0)","(509, 0.08291205460665937)","(580, 0.09134358659260167)","(129, 0.0910638462881233)","(464, 0.0)","(594, 0.12051584150643573)","(464, 0.0)"
"(590, 0.052946272858321174)","(465, 0.0)","(465, 0.0)","(543, 0.10406998675899808)","(465, 0.0)","(103, 0.04860083582088887)","(326, 0.07241502801046319)","(465, 0.0)","(667, 0.09046434571819953)","(251, 0.1308414861791522)","(546, 0.08296450124526268)","(126, 0.15130138674088633)","(465, 0.0)","(465, 0.0)","(676, 0.08285681471629978)","(240, 0.09119893728823311)","(444, 0.09097219257917684)","(465, 0.0)","(169, 0.12028480739088937)","(465, 0.0)"
"(519, 0.052333414948845455)","(466, 0.0)","(466, 0.0)","(188, 0.10371151552221153)","(466, 0.0)","(12, 0.04844419361360481)","(504, 0.07157087244116188)","(466, 0.0)","(676, 0.09023957951297154)","(640, 0.1306283819032953)","(463, 0.08255863931710439)","(429, 0.1512008813411656)","(466, 0.0)","(466, 0.0)","(650, 0.08278960287620499)","(398, 0.09110944910874422)","(47, 0.09088781277109366)","(466, 0.0)","(581, 0.11819535394019581)","(466, 0.0)"
"(89, 0.052224854662088836)","(467, 0.0)","(467, 0.0)","(127, 0.1030395299648589)","(467, 0.0)","(178, 0.04824366115520064)","(479, 0.07136135933054473)","(467, 0.0)","(12, 0.08989499441748776)","(242, 0.13023052804378987)","(151, 0.08249149182730753)","(131, 0.15050996329022293)","(467, 0.0)","(467, 0.0)","(582, 0.0823390355939245)","(114, 0.09104578851384346)","(84, 0.09049156469393019)","(467, 0.0)","(669, 0.11582514631717607)","(467, 0.0)"
"(261, 0.05209961382438164)","(468, 0.0)","(468, 0.0)","(196, 0.10252397511827026)","(468, 0.0)","(489, 0.0481047840588274)","(125, 0.0712544585055903)","(468, 0.0)","(636, 0.0897962192853056)","(226, 0.1301139432758784)","(678, 0.08171221484987824)","(645, 0.14977783829658278)","(468, 0.0)","(468, 0.0)","(554, 0.08229181719426662)","(263, 0.09060119403294091)","(666, 0.08890095728503483)","(468, 0.0)","(150, 0.1155614042188992)","(468, 0.0)"
"(541, 0.052076221430787675)","(47, 0.0)","(47, 0.0)","(673, 0.10199856523110389)","(47, 0.0)","(160, 0.048017146541556074)","(653, 0.07111927104780118)","(47, 0.0)","(23, 0.08933594164891476)","(297, 0.1294464296141004)","(199, 0.08140669044053445)","(637, 0.14941756523010216)","(47, 0.0)","(47, 0.0)","(131, 0.08175857276639859)","(64, 0.09055369835104077)","(465, 0.08865006178843401)","(47, 0.0)","(496, 0.11554774726816328)","(47, 0.0)"
"(41, 0.05100293098866661)","(470, 0.0)","(470, 0.0)","(397, 0.10194577632086262)","(470, 0.0)","(420, 0.047928748617299836)","(607, 0.07071072428269201)","(470, 0.0)","(244, 0.0893325467124041)","(139, 0.1290039498660376)","(165, 0.08123950733231265)","(224, 0.14836601773095082)","(470, 0.0)","(470, 0.0)","(222, 0.08085768175456762)","(443, 0.09038217021028191)","(423, 0.08830512131161543)","(470, 0.0)","(69, 0.11480877809826348)","(470, 0.0)"
"(574, 0.05073577078131097)","(471, 0.0)","(471, 0.0)","(406, 0.10125169748807614)","(471, 0.0)","(488, 0.04744525768053924)","(631, 0.07062064141058123)","(471, 0.0)","(545, 0.08930006574347182)","(230, 0.12813806246074905)","(641, 0.08109275081186643)","(663, 0.1480106092736983)","(471, 0.0)","(471, 0.0)","(599, 0.08072997378747539)","(278, 0.08973975007158393)","(43, 0.08828800357917892)","(471, 0.0)","(543, 0.11446833605281044)","(471, 0.0)"
"(179, 0.050534484317168005)","(472, 0.0)","(472, 0.0)","(70, 0.10059848283837224)","(472, 0.0)","(109, 0.04737072636436339)","(560, 0.07047124860410342)","(472, 0.0)","(188, 0.08926416312120232)","(548, 0.1265132566934058)","(204, 0.08052379617664468)","(608, 0.14797639321392989)","(472, 0.0)","(472, 0.0)","(198, 0.08056638644514469)","(34, 0.08955222944201899)","(304, 0.08798122333498777)","(472, 0.0)","(36, 0.11399370774473198)","(472, 0.0)"
"(39, 0.0504900635679308)","(473, 0.0)","(473, 0.0)","(529, 0.10031078971614582)","(473, 0.0)","(326, 0.047142352023946545)","(676, 0.070088850540392)","(473, 0.0)","(58, 0.08883498857432821)","(234, 0.12626205431703544)","(506, 0.0797984279629808)","(181, 0.1478846052235534)","(473, 0.0)","(473, 0.0)","(304, 0.08019820976141999)","(457, 0.08942994384846321)","(165, 0.0875843675419786)","(473, 0.0)","(256, 0.11338902836352845)","(473, 0.0)"
"(78, 0.05008806426676826)","(474, 0.0)","(474, 0.0)","(670, 0.09962374540209101)","(474, 0.0)","(528, 0.046277180347561855)","(142, 0.06973589453588973)","(474, 0.0)","(563, 0.08810117085473336)","(12, 0.12600556169532384)","(216, 0.07967885652092456)","(481, 0.1477058263786444)","(474, 0.0)","(474, 0.0)","(642, 0.08000556736849192)","(545, 0.08936923824709501)","(385, 0.08703664784548701)","(474, 0.0)","(39, 0.11336579566683223)","(474, 0.0)"
"(581, 0.05001671916945379)","(475, 0.0)","(475, 0.0)","(8, 0.09940855061863818)","(475, 0.0)","(465, 0.04616184839497475)","(251, 0.06960428371457318)","(475, 0.0)","(579, 0.08791234638315727)","(508, 0.12589204945647078)","(438, 0.07813441779505026)","(108, 0.1472179556401099)","(475, 0.0)","(475, 0.0)","(587, 0.07968997995046588)","(458, 0.08932850477308188)","(540, 0.08697109482565674)","(475, 0.0)","(208, 0.11303234325524512)","(475, 0.0)"
"(226, 0.04997796576007398)","(476, 0.0)","(476, 0.0)","(25, 0.09785124301243808)","(476, 0.0)","(535, 0.04599302631973828)","(285, 0.06959463372559165)","(476, 0.0)","(278, 0.08756531349369646)","(569, 0.12586154001103578)","(304, 0.07810675504191078)","(420, 0.14713746289238805)","(476, 0.0)","(476, 0.0)","(247, 0.07927093864814837)","(58, 0.08921964061789493)","(547, 0.08666565979554204)","(476, 0.0)","(215, 0.11275403366636999)","(476, 0.0)"
"(292, 0.04981975732127047)","(477, 0.0)","(477, 0.0)","(80, 0.09756233887443455)","(477, 0.0)","(219, 0.04577076962376887)","(64, 0.06912938733037727)","(477, 0.0)","(114, 0.0872750845017789)","(167, 0.12553067713119567)","(592, 0.07802534387374889)","(59, 0.14600382135457002)","(477, 0.0)","(477, 0.0)","(48, 0.07926069721857398)","(667, 0.08909949992483843)","(588, 0.08643808921514598)","(477, 0.0)","(44, 0.11177665301045447)","(477, 0.0)"
"(616, 0.04954607756309041)","(478, 0.0)","(478, 0.0)","(496, 0.0974545934710085)","(478, 0.0)","(153, 0.04486587197810708)","(303, 0.06897520414500166)","(478, 0.0)","(634, 0.08693309518397564)","(503, 0.12522970533745864)","(577, 0.07741151999865374)","(502, 0.1458498482028225)","(478, 0.0)","(478, 0.0)","(648, 0.07885906890481814)","(650, 0.08887568457661248)","(297, 0.08638678916236353)","(478, 0.0)","(71, 0.11120095838913603)","(478, 0.0)"
"(577, 0.046604128104462)","(479, 0.0)","(479, 0.0)","(636, 0.09736492094631667)","(479, 0.0)","(5, 0.04429653389893993)","(673, 0.06886957549098549)","(479, 0.0)","(125, 0.08686907155341073)","(516, 0.12492549506979829)","(564, 0.07723825703730629)","(498, 0.14574224065231323)","(479, 0.0)","(479, 0.0)","(159, 0.07861641410860891)","(116, 0.08881477589276647)","(505, 0.08612024052235061)","(479, 0.0)","(672, 0.11103257107230272)","(479, 0.0)"
"(632, 0.04638104506886836)","(48, 0.0)","(48, 0.0)","(641, 0.09703208509871264)","(48, 0.0)","(168, 0.043745632008852196)","(102, 0.06877218175975544)","(48, 0.0)","(116, 0.08629156154373467)","(187, 0.12450823709948643)","(322, 0.07711121560307099)","(226, 0.14567256629050385)","(48, 0.0)","(48, 0.0)","(250, 0.07727225887810851)","(70, 0.08870113770541187)","(62, 0.08601702610780847)","(48, 0.0)","(622, 0.11084928267691867)","(48, 0.0)"
"(660, 0.04615290117225076)","(480, 0.0)","(480, 0.0)","(611, 0.0967769769209732)","(480, 0.0)","(228, 0.04333413290970768)","(318, 0.06808208144818012)","(480, 0.0)","(669, 0.08622840798385276)","(631, 0.12447103083947052)","(443, 0.07680332392964899)","(155, 0.14546563256262235)","(480, 0.0)","(480, 0.0)","(10, 0.07716345781831323)","(128, 0.08834377229745967)","(159, 0.08597008777534333)","(480, 0.0)","(29, 0.1103333169114197)","(480, 0.0)"
