Topic-1,Topic-2,Topic-3,Topic-4,Topic-5,Topic-6,Topic-7,Topic-8,Topic-9,Topic-10,Topic-11,Topic-12,Topic-13,Topic-14,Topic-15,Topic-16,Topic-17,Topic-18
"(605, 0.12833614086220138)","(2, 0.15047761839823698)","(46, 0.1310217773122075)","(401, 0.14391686191576672)","(252, 0.09931653509657604)","(273, 0.1585203764932499)","(592, 0.1498071995864509)","(565, 0.15515314052659235)","(62, 0.1742360926907738)","(397, 0.09804142350370422)","(44, 0.07776663085717041)","(608, 0.12344827609756559)","(129, 0.10014576639574056)","(270, 0.07596973393096967)","(508, 0.1094805050289485)","(129, 0.037543900595260214)","(24, 0.13220301901411316)","(60, 0.12986225834244053)"
"(313, 0.12804576119969235)","(598, 0.15024392953467813)","(207, 0.13057433134293184)","(143, 0.14386227065912316)","(479, 0.09849283453554006)","(144, 0.15831881812530452)","(619, 0.14906859672738215)","(537, 0.15488206987513908)","(245, 0.17369813094099984)","(652, 0.09797386626034839)","(583, 0.07759228482485564)","(511, 0.12326785982725681)","(8, 0.10013700626333494)","(174, 0.07575704163403275)","(443, 0.10889616255391726)","(596, 0.037467662086321324)","(562, 0.13211624881143488)","(240, 0.12983680135008083)"
"(253, 0.12758638724088017)","(433, 0.14959052004368853)","(74, 0.13026600909208058)","(397, 0.14386103390767307)","(576, 0.09833519954940388)","(540, 0.15761455790327686)","(608, 0.14901235935444224)","(519, 0.15387568727843068)","(551, 0.17252573045993072)","(114, 0.09757356102531416)","(414, 0.07758821939725734)","(126, 0.12275508559057254)","(143, 0.09992188103543526)","(256, 0.07490519295800763)","(542, 0.10772182149872789)","(670, 0.03728380899714924)","(48, 0.13176455215350996)","(561, 0.12881603268323974)"
"(117, 0.1275572469815173)","(32, 0.14917103541992854)","(656, 0.12991284870036085)","(571, 0.14258550036615725)","(129, 0.09587256668468082)","(326, 0.15753134059930185)","(458, 0.14891743755185277)","(414, 0.1530212569429255)","(646, 0.17232060599546292)","(572, 0.09639738451942903)","(468, 0.07749377491347703)","(26, 0.12262968588804231)","(47, 0.09966257197912497)","(318, 0.07413039605541612)","(233, 0.10729721937663367)","(313, 0.037192611283345604)","(62, 0.1317423488261081)","(485, 0.1276990718067864)"
"(49, 0.1275156903540621)","(184, 0.14886563163312128)","(122, 0.12989439950429732)","(42, 0.1423248077830321)","(400, 0.09555662786860286)","(531, 0.1575109783557681)","(275, 0.1487261220569159)","(410, 0.15250628696997437)","(427, 0.17212593512740998)","(546, 0.0962729713429451)","(291, 0.07575139553437792)","(578, 0.12203414028232626)","(391, 0.09961659510586829)","(426, 0.07388285389372891)","(653, 0.10692276499327537)","(668, 0.03701992202239311)","(415, 0.13148294095423488)","(267, 0.12720653276006139)"
"(127, 0.1271305162512694)","(133, 0.14758030069253272)","(109, 0.12902001132735583)","(216, 0.14194265504234738)","(85, 0.09534106566162956)","(482, 0.15743345779531556)","(629, 0.1483767483953202)","(607, 0.15230593128170197)","(295, 0.17158178931129345)","(508, 0.09606266213967546)","(215, 0.07531765647621914)","(642, 0.12151228081081454)","(45, 0.099339916078533)","(59, 0.07355449425888261)","(272, 0.10677378443085628)","(611, 0.036921436842831654)","(230, 0.1309501695922539)","(622, 0.12695695331423168)"
"(561, 0.12564654907053444)","(517, 0.14720453169941727)","(12, 0.12900580165878486)","(622, 0.14193300621075094)","(629, 0.09498670435061092)","(673, 0.1569014929393104)","(399, 0.14786397259351486)","(601, 0.15131344198539398)","(620, 0.17111747825261545)","(113, 0.09564336189400552)","(317, 0.07287960005678065)","(545, 0.12108310263229528)","(390, 0.09739793241943666)","(177, 0.07348562477934091)","(45, 0.10580972918440619)","(127, 0.0369021780210304)","(604, 0.1309012734251205)","(153, 0.12660163509301972)"
"(615, 0.12528446163017898)","(494, 0.1469916883885467)","(19, 0.12868036971642205)","(165, 0.14183499861377646)","(384, 0.09467746882822176)","(536, 0.156869941020646)","(395, 0.14785816670555815)","(632, 0.15082849589038783)","(42, 0.17105908328615352)","(507, 0.09562360606456195)","(428, 0.07235575318849057)","(178, 0.11976580782198654)","(188, 0.0971323325404049)","(139, 0.07328444535001674)","(656, 0.10562761573140288)","(47, 0.03655354605417703)","(600, 0.13077978628319883)","(604, 0.1258405209116858)"
"(39, 0.12496934720751668)","(387, 0.1469636130045505)","(60, 0.1283711143001751)","(606, 0.14183244432794337)","(57, 0.09456434120856083)","(62, 0.15589581970792585)","(57, 0.14775842822609417)","(130, 0.1504196098559399)","(217, 0.17086717271293902)","(32, 0.09548173941276385)","(627, 0.0708262393013532)","(233, 0.11921810927685396)","(64, 0.09610458297579437)","(121, 0.0730563859441902)","(618, 0.10514748948630451)","(267, 0.03650032149772184)","(295, 0.1299931436090724)","(160, 0.12572422335056177)"
"(473, 0.1244729588576004)","(313, 0.14666420810094188)","(485, 0.12767014205853827)","(442, 0.14179511842866682)","(34, 0.09426304158574465)","(421, 0.1556544384356893)","(599, 0.14760176908094022)","(673, 0.15033992690220957)","(153, 0.1706436680365625)","(25, 0.09544259875926264)","(629, 0.06952498717234355)","(592, 0.11904475076047917)","(480, 0.09578086555488881)","(325, 0.07289157878539804)","(586, 0.1047539796320798)","(516, 0.036381872276890416)","(592, 0.12929304939795436)","(18, 0.12565201887139474)"
"(140, 0.12395868688644089)","(492, 0.14617069248837664)","(141, 0.12712981897000564)","(96, 0.14164563246655407)","(326, 0.09410476033048541)","(481, 0.15422420272790838)","(463, 0.14668471939298847)","(619, 0.15031026488590601)","(220, 0.17055187770116417)","(94, 0.09542701009156232)","(21, 0.06952098268158854)","(656, 0.1187040623223834)","(600, 0.09568690116716524)","(594, 0.07263383630069765)","(245, 0.1041199475379712)","(522, 0.036258022169889804)","(285, 0.12865603166186068)","(83, 0.1252375082277564)"
"(666, 0.12385650040545473)","(198, 0.1461583525382901)","(622, 0.12696846599016043)","(308, 0.14160400895745207)","(589, 0.09361613471429302)","(21, 0.15332739146926372)","(85, 0.1455848255253876)","(562, 0.1492355061205503)","(644, 0.16982426693477704)","(645, 0.09532135625659036)","(613, 0.06931371373595836)","(672, 0.11851157300817844)","(308, 0.09551524592081886)","(402, 0.07249607629667777)","(540, 0.10350466372756721)","(72, 0.03564808022868224)","(147, 0.12781010101575738)","(310, 0.1241410405473259)"
"(4, 0.12377097511042995)","(417, 0.14587895248029525)","(267, 0.12676878690021254)","(137, 0.1396287374599527)","(486, 0.09339615749245748)","(181, 0.15298111839806067)","(674, 0.14531405938731876)","(502, 0.14905210341225247)","(393, 0.16975711629674017)","(463, 0.09530111889762742)","(643, 0.06885244235768503)","(427, 0.11785925165480059)","(33, 0.09531300845489606)","(550, 0.07241004751973103)","(153, 0.10265772462859062)","(552, 0.03560506594059447)","(662, 0.12768506052920764)","(321, 0.12354091112633407)"
"(665, 0.12375874202839578)","(154, 0.14543558478498322)","(418, 0.1263364889974569)","(480, 0.13909305839226505)","(155, 0.09333652896855868)","(42, 0.152548396135984)","(18, 0.14427210501187937)","(287, 0.14897446439571693)","(502, 0.16915564827284643)","(267, 0.09521568550632654)","(611, 0.0686149383776447)","(486, 0.1176622349946603)","(496, 0.09493421543022376)","(245, 0.07180067443003263)","(326, 0.10252251017788493)","(480, 0.03554703674956969)","(40, 0.12714259694893362)","(667, 0.12348973514175846)"
"(622, 0.12278655454977501)","(253, 0.1454235366623326)","(383, 0.12627075570534047)","(588, 0.13870446861821706)","(504, 0.09332281502786609)","(117, 0.15254250925590518)","(639, 0.14399040883276018)","(326, 0.14897340601951542)","(12, 0.16904869551109356)","(423, 0.09511791333545098)","(324, 0.06855511264842076)","(147, 0.11760719803610158)","(461, 0.09488373211557087)","(228, 0.07179567836373071)","(62, 0.10218710843151328)","(538, 0.03551921022423877)","(242, 0.12478821065049128)","(120, 0.12337156067947253)"
"(31, 0.12273119117119274)","(237, 0.14484039243511762)","(86, 0.12583794969014975)","(155, 0.1381765349106369)","(116, 0.09252291497890439)","(423, 0.15240221621195657)","(216, 0.14390555197248547)","(423, 0.14868628975640058)","(550, 0.16840276233979928)","(666, 0.0950981516228841)","(619, 0.06787551449650582)","(518, 0.11755269447922864)","(113, 0.09474558849224465)","(271, 0.07165612719642392)","(552, 0.10204418861883201)","(167, 0.03551549759967183)","(59, 0.12361828385868386)","(544, 0.12335254615575834)"
"(142, 0.12148906977803196)","(124, 0.1447615082070753)","(18, 0.12515666464508216)","(1, 0.13687688773209386)","(583, 0.09194943319884842)","(57, 0.15218087256958251)","(25, 0.1435049406681144)","(551, 0.14847635038930582)","(215, 0.16832205068324885)","(23, 0.09450962483695871)","(203, 0.0658762064780335)","(16, 0.11753443222799266)","(547, 0.0945873093716401)","(646, 0.07133399364334289)","(615, 0.10072375626007388)","(27, 0.03551390885203857)","(244, 0.12339481203118519)","(199, 0.1229490579883089)"
"(185, 0.12060214353999456)","(574, 0.14427746782538764)","(160, 0.12478580283191244)","(673, 0.13687687087650172)","(674, 0.0914528778169692)","(147, 0.15215227933874634)","(44, 0.143264918712889)","(276, 0.14827413343045454)","(471, 0.1672883720577865)","(522, 0.09397928859042698)","(287, 0.06548596169306299)","(74, 0.11691206966725878)","(595, 0.09424816920905332)","(662, 0.07128252569509823)","(178, 0.10057642813352712)","(588, 0.03550213616597956)","(427, 0.12273468355982976)","(57, 0.12173938432090221)"
"(390, 0.12016714356568525)","(641, 0.14422464535620544)","(544, 0.12342550174168221)","(38, 0.13569628032864417)","(414, 0.09057654743840365)","(164, 0.1518683067374913)","(676, 0.14324072016477987)","(36, 0.14745589342310014)","(422, 0.16703051238127403)","(277, 0.09338346369772306)","(58, 0.06505100612702239)","(618, 0.11666057093289309)","(220, 0.09384075566402639)","(470, 0.07061126145762843)","(287, 0.09971670091714548)","(143, 0.03540087725948883)","(499, 0.12268787771557442)","(456, 0.12114625598892488)"
"(447, 0.11995342011271806)","(61, 0.1442149345002228)","(39, 0.12237069252109903)","(641, 0.13562895086151824)","(552, 0.0904282519804627)","(530, 0.15144091664491607)","(320, 0.1426214864473831)","(627, 0.14737385983749793)","(595, 0.1669310320653054)","(676, 0.09328619182733694)","(386, 0.06475619576293605)","(442, 0.11646871443601034)","(313, 0.09373605886637348)","(597, 0.07060144639140768)","(41, 0.09964532344181423)","(576, 0.035254693115090344)","(581, 0.12225627049936078)","(81, 0.12110054011845345)"
"(102, 0.11969044228480737)","(613, 0.1439383286410957)","(38, 0.12200644647608372)","(662, 0.13561006640150194)","(677, 0.08999438565639578)","(34, 0.1513823586976899)","(414, 0.14229469202458464)","(188, 0.14702004026929041)","(470, 0.16657262928797043)","(552, 0.09315554973486732)","(443, 0.06363373226405467)","(598, 0.11475712208796993)","(298, 0.09326102863811955)","(680, 0.07014294924432223)","(439, 0.09808042062020494)","(649, 0.03512824128862309)","(426, 0.11874525004968146)","(503, 0.12095181752924868)"
"(190, 0.11968715251144987)","(116, 0.14387129651831587)","(105, 0.12160652680938062)","(27, 0.135500884772613)","(669, 0.0899363251344589)","(222, 0.15120134436178473)","(200, 0.14085271843202612)","(471, 0.1467296178978971)","(506, 0.16618307280030029)","(140, 0.09312982946811887)","(506, 0.0625411726951017)","(197, 0.11452122902879797)","(651, 0.09325838541829395)","(502, 0.06995914745669138)","(115, 0.09764436676103647)","(540, 0.03487560871183758)","(541, 0.11740086019553106)","(639, 0.12083709531684082)"
"(488, 0.11968056249532315)","(19, 0.14219027853511562)","(581, 0.12131168766310452)","(574, 0.13525321440988958)","(200, 0.08908352043425363)","(425, 0.1510707102085002)","(562, 0.14020066356824626)","(538, 0.14640346874473656)","(606, 0.16615720011327992)","(488, 0.09286020392330954)","(599, 0.06225151789319339)","(420, 0.11426165552179786)","(486, 0.09261018446311375)","(516, 0.06990311605714687)","(630, 0.0975110990319387)","(6, 0.03484547166395001)","(323, 0.11637280562960074)","(105, 0.12042109404707413)"
"(216, 0.1190872734909088)","(475, 0.142175318087801)","(503, 0.1210374867675124)","(188, 0.13485770177840598)","(540, 0.08852095605730831)","(229, 0.15021573105667477)","(104, 0.1401573616787796)","(112, 0.14547199189399007)","(308, 0.16581934821079922)","(588, 0.09258988199594435)","(621, 0.06117283061547929)","(185, 0.11421746155108045)","(305, 0.09248431051693067)","(125, 0.06972334462449382)","(500, 0.09607251857214326)","(253, 0.034791979519066894)","(447, 0.11486820269055906)","(78, 0.12015721270701306)"
"(681, 0.11849358448427966)","(140, 0.1418325464444141)","(78, 0.12027390364394061)","(84, 0.13481302763918662)","(12, 0.08823126954392728)","(440, 0.1501656581558856)","(415, 0.13995829655076306)","(133, 0.1451531802724357)","(70, 0.16485084641644404)","(542, 0.0924428268751721)","(193, 0.06107892353768201)","(490, 0.11408573806868275)","(383, 0.09209404205159821)","(627, 0.06960146373884692)","(663, 0.09599448641851652)","(463, 0.034728887245999214)","(159, 0.11454755472764994)","(307, 0.12006345896605863)"
"(555, 0.11756048339464902)","(534, 0.14159860520568937)","(150, 0.12024304810738341)","(117, 0.13468489348857612)","(615, 0.0875765831186411)","(243, 0.14929675535719386)","(215, 0.1398950880821228)","(148, 0.14457697860608934)","(222, 0.16424093602651232)","(167, 0.0921136076418336)","(458, 0.0606872451361339)","(500, 0.11333330144334876)","(572, 0.0913362306759431)","(222, 0.06935737226484118)","(625, 0.09590611753599314)","(544, 0.034662242641137604)","(227, 0.114358904414521)","(605, 0.11725314671291799)"
"(155, 0.11748600482042203)","(196, 0.14135175594252938)","(327, 0.12016917326071108)","(62, 0.13401244285181063)","(544, 0.08751226952051182)","(149, 0.14842742256467129)","(421, 0.13947641432743846)","(204, 0.14445538200939062)","(648, 0.16394369271429865)","(109, 0.0918688715175774)","(395, 0.0602555683798497)","(75, 0.11287000365085446)","(14, 0.09102478161602572)","(647, 0.06933493600453462)","(521, 0.0951735844609469)","(62, 0.03442100612095398)","(543, 0.11431792686777785)","(323, 0.11671670597710668)"
"(294, 0.11719435821351533)","(670, 0.1413105978280687)","(81, 0.11902440550338253)","(189, 0.13396239871704507)","(62, 0.08732674384401574)","(496, 0.14793157395238932)","(615, 0.13921661267580585)","(463, 0.1400995534603815)","(530, 0.1638722002618701)","(305, 0.09135965947053933)","(528, 0.059857117415653825)","(499, 0.11204586282236689)","(100, 0.09048821773215243)","(212, 0.06906630854762638)","(15, 0.09403659228099381)","(457, 0.0340940512246224)","(634, 0.11412907642342296)","(11, 0.11668426476166589)"
"(554, 0.11641909414179478)","(1, 0.13972330074632322)","(100, 0.11882346302691495)","(158, 0.13350601484884722)","(38, 0.08699913162279187)","(127, 0.14777166600903072)","(604, 0.13903518637684253)","(598, 0.13970675295663376)","(287, 0.16336014555115805)","(480, 0.09113580555045389)","(320, 0.05875213343188628)","(583, 0.1110918309516089)","(116, 0.09046140093548195)","(327, 0.06846568189690037)","(599, 0.09302830008260335)","(678, 0.03354626298429509)","(615, 0.1140347505672719)","(248, 0.11645397331536264)"
"(83, 0.11617788428378034)","(67, 0.1394541317960401)","(242, 0.118642148996161)","(231, 0.1333376701521162)","(285, 0.0861206046686252)","(565, 0.14670433850447123)","(20, 0.13795373081401513)","(457, 0.1392276514241589)","(426, 0.16327964845468784)","(540, 0.09097711271872844)","(589, 0.057611094622595074)","(162, 0.1108146025652305)","(277, 0.09014903598560331)","(620, 0.06797849560122911)","(673, 0.09302255948471697)","(424, 0.0335440690629017)","(270, 0.11344473339484945)","(616, 0.11633645148760914)"
"(128, 0.11613509875712158)","(607, 0.13873881308120117)","(498, 0.11790477361614496)","(61, 0.13300466945317166)","(158, 0.08578335420163653)","(401, 0.1462184020117279)","(425, 0.13732631397461456)","(628, 0.13921874706240395)","(636, 0.16202645032642293)","(440, 0.0901349881346051)","(111, 0.05736842728474573)","(102, 0.11068821991178837)","(317, 0.08993525275779947)","(671, 0.06796913879065392)","(23, 0.09236504013289733)","(413, 0.033250180622066486)","(103, 0.11336582572623317)","(188, 0.11628229283328709)"
"(575, 0.11601613677635157)","(571, 0.1386820506454864)","(285, 0.11764197427411605)","(656, 0.13256164627988418)","(459, 0.08352062428689108)","(18, 0.1462129251046197)","(79, 0.13709657501215405)","(606, 0.13890324268607582)","(558, 0.16186426282191474)","(485, 0.08993039262718443)","(439, 0.057313523538798566)","(581, 0.11035844922718642)","(290, 0.08894620636804854)","(323, 0.06750341938326038)","(88, 0.09213579916400523)","(590, 0.03277011396386197)","(664, 0.11241017713173193)","(669, 0.1161960037666221)"
